"","X","workerId","hitId","assignmentId","time","condition","chain","generation","level","trialType","nameTraining","arrayTraining","seenInTraining","inAmbig","choiceArray0","choiceArray1","choiceArray2","choiceArray3","correctChoiceNumber","participantChoiceNumber","participantText","compositionalAnswer","seenInTesting","conditionCE","conditionHeadN","correctLexicon","correctedAnswers","encodingCompositional","encodingCorrected","normedCorrectness","prepHorizGloss","prepVertGloss","consonants"
"2719",2719,"A34","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3ZR9AIQJUCGVI2VX4DTZI9KN01J04C",1581374733,"CEPre","none","blah",3,"write",NA,"[0,[3,[1,[3]]]]","false","false",NA,NA,NA,NA,NA,NA,"rae rae tiltil kaku vantun kaku","moy moy rae kaku vuntun kaku titil","false","center-embedding","head final","titil vuntun silvil kaku rae moy","rae rae titil kaku vuntun kaku","mmrkvkt","rrtkvk",0.428571428571429,"E","N","tvsk"
"2720",2720,"A34","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3ZR9AIQJUCGVI2VX4DTZI9KN01J04C",1581374749,"CEPre","none","blah",3,"write",NA,"[0,[[[1,2],3]]]","false","false",NA,NA,NA,NA,NA,NA,"rae moy tiltil vantun silvil kaku","rae moy moy kaku silvil vuntun titil","false","center-embedding","head final","titil vuntun silvil kaku rae moy","rae moy titil vuntun silvil kaku","rmmksvt","rmtvsk",0.428571428571429,"E","N","tvsk"
"2761",2761,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515486,"PostNomPrePos","none","blah",0,"write",NA,"0","true","false",NA,NA,NA,NA,NA,NA,"toko","soko","true","branching","head initial","soko vilval tulkul kinsin rae moy","soko","s","s",1,"N","A","svtk"
"2762",2762,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515491,"PostNomPrePos","none","blah",0,"write",NA,"1","true","false",NA,NA,NA,NA,NA,NA,"vivial","vilval","true","branching","head initial","soko vilval tulkul kinsin rae moy","vilval","v","v",1,"N","A","svtk"
"2763",2763,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515497,"PostNomPrePos","none","blah",0,"write",NA,"2","true","false",NA,NA,NA,NA,NA,NA,"tukul","tulkul","true","branching","head initial","soko vilval tulkul kinsin rae moy","tulkul","t","t",1,"N","A","svtk"
"2764",2764,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515501,"PostNomPrePos","none","blah",0,"write",NA,"3","true","false",NA,NA,NA,NA,NA,NA,"kinsin","kinsin","true","branching","head initial","soko vilval tulkul kinsin rae moy","kinsin","k","k",1,"N","A","svtk"
"2765",2765,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515514,"PostNomPrePos","none","blah",1,"write",NA,"[3,[0]]","true","false",NA,NA,NA,NA,NA,NA,"kinsin rae toko","kinsin rae soko","true","branching","head initial","soko vilval tulkul kinsin rae moy","kinsin rae soko","krs","krs",1,"N","A","svtk"
"2766",2766,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515529,"PostNomPrePos","none","blah",1,"write",NA,"[0,3]","true","false",NA,NA,NA,NA,NA,NA,"toko moy kinsin","soko moy kinsin","true","branching","head initial","soko vilval tulkul kinsin rae moy","soko moy kinsin","smk","smk",1,"N","A","svtk"
"2767",2767,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515538,"PostNomPrePos","none","blah",1,"write",NA,"[1,[0]]","false","false",NA,NA,NA,NA,NA,NA,"vivial rae toko","vilval rae soko","false","branching","head initial","soko vilval tulkul kinsin rae moy","vilval rae soko","vrs","vrs",1,"N","A","svtk"
"2768",2768,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515547,"PostNomPrePos","none","blah",1,"write",NA,"[0,[0]]","false","false",NA,NA,NA,NA,NA,NA,"toko rae toko","soko rae soko","false","branching","head initial","soko vilval tulkul kinsin rae moy","soko rae soko","srs","srs",1,"N","A","svtk"
"2769",2769,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515576,"PostNomPrePos","none","blah",1,"write",NA,"[2,[3]]","true","false",NA,NA,NA,NA,NA,NA,"bell moy kinsin","tulkul rae kinsin","true","branching","head initial","soko vilval tulkul kinsin rae moy","vilval moy kinsin","trk","vmk",0.333333333333333,"N","A","svtk"
"2770",2770,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515585,"PostNomPrePos","none","blah",1,"write",NA,"[3,[3]]","true","false",NA,NA,NA,NA,NA,NA,"kinsin rae kinsin","kinsin rae kinsin","true","branching","head initial","soko vilval tulkul kinsin rae moy","kinsin rae kinsin","krk","krk",1,"N","A","svtk"
"2771",2771,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515593,"PostNomPrePos","none","blah",1,"write",NA,"[1,0]","false","false",NA,NA,NA,NA,NA,NA,"vivial moy toko","vilval moy soko","false","branching","head initial","soko vilval tulkul kinsin rae moy","vilval moy soko","vms","vms",1,"N","A","svtk"
"2772",2772,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515606,"PostNomPrePos","none","blah",1,"write",NA,"[0,0]","true","false",NA,NA,NA,NA,NA,NA,"toko moy toko","soko moy soko","true","branching","head initial","soko vilval tulkul kinsin rae moy","soko moy soko","sms","sms",1,"N","A","svtk"
"2773",2773,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515627,"PostNomPrePos","none","blah",1,"write",NA,"[2,2]","false","false",NA,NA,NA,NA,NA,NA,"tulkul moy tulkul","tulkul moy tulkul","false","branching","head initial","soko vilval tulkul kinsin rae moy","tulkul moy tulkul","tmt","tmt",1,"N","A","svtk"
"2774",2774,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515637,"PostNomPrePos","none","blah",1,"write",NA,"[0,1]","true","false",NA,NA,NA,NA,NA,NA,"toko moy vivial","soko moy vilval","true","branching","head initial","soko vilval tulkul kinsin rae moy","soko moy vilval","smv","smv",1,"N","A","svtk"
"2775",2775,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515646,"PostNomPrePos","none","blah",1,"write",NA,"[3,0]","true","false",NA,NA,NA,NA,NA,NA,"kinsin moy toko","kinsin moy soko","true","branching","head initial","soko vilval tulkul kinsin rae moy","kinsin moy soko","kms","kms",1,"N","A","svtk"
"2776",2776,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515659,"PostNomPrePos","none","blah",1,"write",NA,"[2,[1]]","true","false",NA,NA,NA,NA,NA,NA,"tukul rae vivial","tulkul rae vilval","true","branching","head initial","soko vilval tulkul kinsin rae moy","tulkul rae vilval","trv","trv",1,"N","A","svtk"
"2777",2777,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515677,"PostNomPrePos","none","blah",2,"write",NA,"[[2,[0]],0]","true","false",NA,NA,NA,NA,NA,NA,"tulkul rae toko moy toko","tulkul rae soko moy soko","true","branching","head initial","soko vilval tulkul kinsin rae moy","tulkul rae soko moy soko","trsms","trsms",1,"N","A","svtk"
"2778",2778,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515698,"PostNomPrePos","none","blah",2,"write",NA,"[2,[[0,[0]]]]","false","false",NA,NA,NA,NA,NA,NA,"tukul rae toko rae toko","tulkul rae soko rae soko","false","branching","head initial","soko vilval tulkul kinsin rae moy","tulkul rae soko rae soko","trsrs","trsrs",1,"N","A","svtk"
"2779",2779,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515712,"PostNomPrePos","none","blah",2,"write",NA,"[[2,2],1]","true","false",NA,NA,NA,NA,NA,NA,"tukul moy tukul moy vivial","tulkul moy tulkul moy vilval","true","branching","head initial","soko vilval tulkul kinsin rae moy","tulkul moy tulkul moy vilval","tmtmv","tmtmv",1,"N","A","svtk"
"2780",2780,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515735,"PostNomPrePos","none","blah",2,"write",NA,"[3,[1,[3]]]","true","false",NA,NA,NA,NA,NA,NA,"kinsin moy vivial rae kinsin","kinsin moy vilval rae kinsin","true","branching","head initial","soko vilval tulkul kinsin rae moy","kinsin moy vilval rae kinsin","kmvrk","kmvrk",1,"N","A","svtk"
"2781",2781,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515760,"PostNomPrePos","none","blah",2,"write",NA,"[1,[0,2]]","true","false",NA,NA,NA,NA,NA,NA,"vivial moy toko moy tukul","vilval moy soko moy tulkul","true","branching","head initial","soko vilval tulkul kinsin rae moy","vilval moy soko moy tulkul","vmsmt","vmsmt",1,"N","A","svtk"
"2782",2782,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515774,"PostNomPrePos","none","blah",2,"write",NA,"[[3,[1]],[1]]","true","false",NA,NA,NA,NA,NA,NA,"kinsin rae vivial rae vivial","kinsin rae vilval rae vilval","true","branching","head initial","soko vilval tulkul kinsin rae moy","kinsin rae vilval rae vilval","krvrv","krvrv",1,"N","A","svtk"
"2783",2783,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515793,"PostNomPrePos","none","blah",2,"write",NA,"[[0,2],[3]]","false","true",NA,NA,NA,NA,NA,NA,"toko moy tukul rae kinsin","soko moy tulkul rae kinsin","false","branching","head initial","soko vilval tulkul kinsin rae moy","soko moy tulkul rae kinsin","smtrk","smtrk",1,"N","A","svtk"
"2784",2784,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515817,"PostNomPrePos","none","blah",2,"write",NA,"[[2,0],1]","true","false",NA,NA,NA,NA,NA,NA,"tukul moy toko moy vivial","tulkul moy soko moy vilval","true","branching","head initial","soko vilval tulkul kinsin rae moy","tulkul moy soko moy vilval","tmsmv","tmsmv",1,"N","A","svtk"
"2785",2785,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515839,"PostNomPrePos","none","blah",2,"write",NA,"[0,[2,[3]]]","false","true",NA,NA,NA,NA,NA,NA,"toko moy tulkul rae kinsin","soko moy tulkul rae kinsin","false","branching","head initial","soko vilval tulkul kinsin rae moy","soko moy tulkul rae kinsin","smtrk","smtrk",1,"N","A","svtk"
"2786",2786,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515855,"PostNomPrePos","none","blah",2,"write",NA,"[2,[[0,[2]]]]","false","false",NA,NA,NA,NA,NA,NA,"tukul rae toko rae tukul","tulkul rae soko rae tulkul","false","branching","head initial","soko vilval tulkul kinsin rae moy","tulkul rae soko rae tulkul","trsrt","trsrt",1,"N","A","svtk"
"2787",2787,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515874,"PostNomPrePos","none","blah",2,"write",NA,"[2,[[3,[1]]]]","true","false",NA,NA,NA,NA,NA,NA,"tukul rae kinsin rae vivial","tulkul rae kinsin rae vilval","true","branching","head initial","soko vilval tulkul kinsin rae moy","tulkul rae kinsin rae vilval","trkrv","trkrv",1,"N","A","svtk"
"2788",2788,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515895,"PostNomPrePos","none","blah",2,"write",NA,"[[0,2],[0]]","true","false",NA,NA,NA,NA,NA,NA,"toko moy tukul rae toko","soko moy tulkul rae soko","true","branching","head initial","soko vilval tulkul kinsin rae moy","soko moy tulkul rae soko","smtrs","smtrs",1,"N","A","svtk"
"2789",2789,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515921,"PostNomPrePos","none","blah",3,"write",NA,"[0,[[1,[[2,3]]]]]","false","false",NA,NA,NA,NA,NA,NA,"toko rae vivial rae tukul moy kinsin","soko rae vilval rae tulkul moy kinsin","false","branching","head initial","soko vilval tulkul kinsin rae moy","soko rae vilval rae tulkul moy kinsin","srvrtmk","srvrtmk",1,"N","A","svtk"
"2790",2790,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515949,"PostNomPrePos","none","blah",3,"write",NA,"[0,[[[1,[2]],3]]]","false","false",NA,NA,NA,NA,NA,NA,"toko rae vivial rae tukul moy kinsin","soko rae vilval rae tulkul moy kinsin","false","branching","head initial","soko vilval tulkul kinsin rae moy","soko rae vilval rae tulkul moy kinsin","srvrtmk","srvrtmk",1,"N","A","svtk"
"2791",2791,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581515977,"PostNomPrePos","none","blah",3,"write",NA,"[0,[3,[2,[2]]]]","false","false",NA,NA,NA,NA,NA,NA,"toko moy kinsin moy tulkul rae tulkul","soko moy kinsin moy tulkul rae tulkul","false","branching","head initial","soko vilval tulkul kinsin rae moy","soko moy kinsin moy tulkul rae tulkul","smkmtrt","smkmtrt",1,"N","A","svtk"
"2792",2792,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581516001,"PostNomPrePos","none","blah",3,"write",NA,"[[3,[0,2]],[2]]","false","false",NA,NA,NA,NA,NA,NA,"kinsin moy toko moy tukul rae tukul","kinsin moy soko moy tulkul rae tulkul","false","branching","head initial","soko vilval tulkul kinsin rae moy","kinsin moy soko moy tulkul rae tulkul","kmsmtrt","kmsmtrt",1,"N","A","svtk"
"2793",2793,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581516022,"PostNomPrePos","none","blah",3,"write",NA,"[1,[[1,[[2,[0]]]]]]","false","false",NA,NA,NA,NA,NA,NA,"vivial rae vivial rae tukul rae toko","vilval rae vilval rae tulkul rae soko","false","branching","head initial","soko vilval tulkul kinsin rae moy","vilval rae vilval rae tulkul rae soko","vrvrtrs","vrvrtrs",1,"N","A","svtk"
"2794",2794,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581516045,"PostNomPrePos","none","blah",3,"write",NA,"[[0,[3,[2]]],1]","false","false",NA,NA,NA,NA,NA,NA,"toko moy kinsin rae tulkul moy vivial","soko moy kinsin rae tulkul moy vilval","false","branching","head initial","soko vilval tulkul kinsin rae moy","soko moy kinsin rae tulkul moy vilval","smkrtmv","smkrtmv",1,"N","A","svtk"
"2795",2795,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581516067,"PostNomPrePos","none","blah",3,"write",NA,"[[[2,[0]],[1]],[2]]","false","false",NA,NA,NA,NA,NA,NA,"tulkul rae toko rae vivial rae tulkul","tulkul rae soko rae vilval rae tulkul","false","branching","head initial","soko vilval tulkul kinsin rae moy","tulkul rae soko rae vilval rae tulkul","trsrvrt","trsrvrt",1,"N","A","svtk"
"2796",2796,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581516083,"PostNomPrePos","none","blah",3,"write",NA,"[1,[[3,[0]],[2]]]","false","false",NA,NA,NA,NA,NA,NA,"vivial moy kinsin rae toko rae tulkul","vilval moy kinsin rae soko rae tulkul","false","branching","head initial","soko vilval tulkul kinsin rae moy","vilval moy kinsin rae soko rae tulkul","vmkrsrt","vmkrsrt",1,"N","A","svtk"
"2797",2797,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581516100,"PostNomPrePos","none","blah",3,"write",NA,"[2,[3,[[0,[0]]]]]","false","false",NA,NA,NA,NA,NA,NA,"tukul moy kinsin rae toko rae toko","tulkul moy kinsin rae soko rae soko","false","branching","head initial","soko vilval tulkul kinsin rae moy","tulkul moy kinsin rae soko rae soko","tmkrsrs","tmkrsrs",1,"N","A","svtk"
"2798",2798,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581516127,"PostNomPrePos","none","blah",3,"write",NA,"[1,[3,[0,[1]]]]","false","false",NA,NA,NA,NA,NA,NA,"vivial moy kinsin moy toko rae vivial","vilval moy kinsin moy soko rae vilval","false","branching","head initial","soko vilval tulkul kinsin rae moy","vilval moy kinsin moy soko rae vilval","vmkmsrv","vmkmsrv",1,"N","A","svtk"
"2799",2799,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581516139,"PostNomPrePos","none","blah",3,"write",NA,"[[0,[[1,[2]]]],3]","false","false",NA,NA,NA,NA,NA,NA,"toko rae vivial rae tukul moy kinsin","soko rae vilval rae tulkul moy kinsin","false","branching","head initial","soko vilval tulkul kinsin rae moy","soko rae vilval rae tulkul moy kinsin","srvrtmk","srvrtmk",1,"N","A","svtk"
"2800",2800,"A35","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","3N1FSUEFL67PHMWRGPHUXG46UZS4DR",1581516157,"PostNomPrePos","none","blah",3,"write",NA,"[2,[[0,3],[3]]]","false","false",NA,NA,NA,NA,NA,NA,"tukul moy toko moy kinsin rae kinsin","tulkul moy soko moy kinsin rae kinsin","false","branching","head initial","soko vilval tulkul kinsin rae moy","tulkul moy soko moy kinsin rae kinsin","tmsmkrk","tmsmkrk",1,"N","A","svtk"
"2841",2841,"A36","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","32M8BPYGAUTM1D5X34K6X2HMC91IGM",1581506788,"PreNomPostPos","none","blah",0,"write",NA,"0","true","false",NA,NA,NA,NA,NA,NA,"vusu","vusu","true","branching","head final","vusu tinkin solson kolkil rae moy","vusu","v","v",1,"R","U","vtsk"
"2842",2842,"A36","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","32M8BPYGAUTM1D5X34K6X2HMC91IGM",1581506797,"PreNomPostPos","none","blah",0,"write",NA,"1","true","false",NA,NA,NA,NA,NA,NA,"tilkin","tinkin","true","branching","head final","vusu tinkin solson kolkil rae moy","tinkin","t","t",1,"R","U","vtsk"
"2843",2843,"A36","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","32M8BPYGAUTM1D5X34K6X2HMC91IGM",1581506858,"PreNomPostPos","none","blah",0,"write",NA,"2","true","false",NA,NA,NA,NA,NA,NA,"solsoi","solson","true","branching","head final","vusu tinkin solson kolkil rae moy","solson","s","s",1,"R","U","vtsk"
"2844",2844,"A36","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","32M8BPYGAUTM1D5X34K6X2HMC91IGM",1581506945,"PreNomPostPos","none","blah",0,"write",NA,"3","true","false",NA,NA,NA,NA,NA,NA," ","kolkil","true","branching","head final","vusu tinkin solson kolkil rae moy","","k","",0,"R","U","vtsk"
"2845",2845,"A36","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","32M8BPYGAUTM1D5X34K6X2HMC91IGM",1581507003,"PreNomPostPos","none","blah",1,"write",NA,"[3,[1]]","true","false",NA,NA,NA,NA,NA,NA,"tilkin rae x","tinkin rae kolkil","true","branching","head final","vusu tinkin solson kolkil rae moy","tinkin rae X","trk","trX",0.666666666666667,"R","U","vtsk"
"2846",2846,"A36","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","32M8BPYGAUTM1D5X34K6X2HMC91IGM",1581507011,"PreNomPostPos","none","blah",1,"write",NA,"[0,0]","false","false",NA,NA,NA,NA,NA,NA,"vusu moy vusu","vusu moy vusu","false","branching","head final","vusu tinkin solson kolkil rae moy","vusu moy vusu","vmv","vmv",1,"R","U","vtsk"
"2847",2847,"A36","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","32M8BPYGAUTM1D5X34K6X2HMC91IGM",1581507022,"PreNomPostPos","none","blah",1,"write",NA,"[1,[3]]","false","false",NA,NA,NA,NA,NA,NA,"x rae tilkin","kolkil rae tinkin","false","branching","head final","vusu tinkin solson kolkil rae moy","X rae tinkin","krt","Xrt",0.666666666666667,"R","U","vtsk"
"2848",2848,"A36","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","32M8BPYGAUTM1D5X34K6X2HMC91IGM",1581507047,"PreNomPostPos","none","blah",1,"write",NA,"[1,0]","true","false",NA,NA,NA,NA,NA,NA,"vusu moy tilkin","vusu moy tinkin","true","branching","head final","vusu tinkin solson kolkil rae moy","vusu moy tinkin","vmt","vmt",1,"R","U","vtsk"
"2849",2849,"A36","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","32M8BPYGAUTM1D5X34K6X2HMC91IGM",1581507063,"PreNomPostPos","none","blah",1,"write",NA,"[2,1]","false","false",NA,NA,NA,NA,NA,NA,"tilkin moy solsoi","tinkin moy solson","false","branching","head final","vusu tinkin solson kolkil rae moy","tinkin moy solson","tms","tms",1,"R","U","vtsk"
"2850",2850,"A36","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","32M8BPYGAUTM1D5X34K6X2HMC91IGM",1581507072,"PreNomPostPos","none","blah",1,"write",NA,"[1,[1]]","true","false",NA,NA,NA,NA,NA,NA,"tilkin rae tilkin","tinkin rae tinkin","true","branching","head final","vusu tinkin solson kolkil rae moy","tinkin rae tinkin","trt","trt",1,"R","U","vtsk"
"2851",2851,"A36","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","32M8BPYGAUTM1D5X34K6X2HMC91IGM",1581507088,"PreNomPostPos","none","blah",1,"write",NA,"[3,0]","false","false",NA,NA,NA,NA,NA,NA,"vusu moy x","vusu moy kolkil","false","branching","head final","vusu tinkin solson kolkil rae moy","vusu moy X","vmk","vmX",0.666666666666667,"R","U","vtsk"
"2852",2852,"A36","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","32M8BPYGAUTM1D5X34K6X2HMC91IGM",1581507108,"PreNomPostPos","none","blah",1,"write",NA,"[0,2]","true","false",NA,NA,NA,NA,NA,NA,"solsoi moy vusu","solson moy vusu","true","branching","head final","vusu tinkin solson kolkil rae moy","solson moy vusu","smv","smv",1,"R","U","vtsk"
"2853",2853,"A36","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","32M8BPYGAUTM1D5X34K6X2HMC91IGM",1581507117,"PreNomPostPos","none","blah",1,"write",NA,"[1,3]","true","false",NA,NA,NA,NA,NA,NA,"x moy tilkin","kolkil moy tinkin","true","branching","head final","vusu tinkin solson kolkil rae moy","X moy tinkin","kmt","Xmt",0.666666666666667,"R","U","vtsk"
"2854",2854,"A36","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","32M8BPYGAUTM1D5X34K6X2HMC91IGM",1581507137,"PreNomPostPos","none","blah",1,"write",NA,"[0,1]","true","false",NA,NA,NA,NA,NA,NA,"tilkin moy vusu","tinkin moy vusu","true","branching","head final","vusu tinkin solson kolkil rae moy","tinkin moy vusu","tmv","tmv",1,"R","U","vtsk"
"2855",2855,"A36","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","32M8BPYGAUTM1D5X34K6X2HMC91IGM",1581507148,"PreNomPostPos","none","blah",1,"write",NA,"[2,2]","true","false",NA,NA,NA,NA,NA,NA,"solsoi moy solsoi","solson moy solson","true","branching","head final","vusu tinkin solson kolkil rae moy","solson moy solson","sms","sms",1,"R","U","vtsk"
"2856",2856,"A36","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","32M8BPYGAUTM1D5X34K6X2HMC91IGM",1581507227,"PreNomPostPos","none","blah",1,"write",NA,"[1,[0]]","true","false",NA,NA,NA,NA,NA,NA,"vusu rae tilkin","vusu rae tinkin","true","branching","head final","vusu tinkin solson kolkil rae moy","vusu rae tinkin","vrt","vrt",1,"R","U","vtsk"
"2857",2857,"A36","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","32M8BPYGAUTM1D5X34K6X2HMC91IGM",1581507251,"PreNomPostPos","none","blah",2,"write",NA,"[1,[3,[0]]]","true","false",NA,NA,NA,NA,NA,NA,"vusu rae x moy tilkin","vusu rae kolkil moy tinkin","true","branching","head final","vusu tinkin solson kolkil rae moy","vusu rae X moy tinkin","vrkmt","vrXmt",0.8,"R","U","vtsk"
"2858",2858,"A36","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","32M8BPYGAUTM1D5X34K6X2HMC91IGM",1581507288,"PreNomPostPos","none","blah",2,"write",NA,"[[0,[2]],[1]]","true","false",NA,NA,NA,NA,NA,NA,"tilkin rae solsoi rae vusu","tinkin rae solson rae vusu","true","branching","head final","vusu tinkin solson kolkil rae moy","tinkin rae solson rae vusu","trsrv","trsrv",1,"R","U","vtsk"
"2859",2859,"A36","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","32M8BPYGAUTM1D5X34K6X2HMC91IGM",1581507311,"PreNomPostPos","none","blah",2,"write",NA,"[[0,3],[0]]","true","false",NA,NA,NA,NA,NA,NA,"vusu rae x moy vusu","vusu rae kolkil moy vusu","true","branching","head final","vusu tinkin solson kolkil rae moy","vusu rae X moy vusu","vrkmv","vrXmv",0.8,"R","U","vtsk"
"2860",2860,"A36","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","32M8BPYGAUTM1D5X34K6X2HMC91IGM",1581507341,"PreNomPostPos","none","blah",2,"write",NA,"[1,[0,[1]]]","true","false",NA,NA,NA,NA,NA,NA,"tilkin rae vusu moy tilkin","tinkin rae vusu moy tinkin","true","branching","head final","vusu tinkin solson kolkil rae moy","tinkin rae vusu moy tinkin","trvmt","trvmt",1,"R","U","vtsk"
"2861",2861,"A36","3HEA4ZVWVDTAM8N5PMDJGCQ5WEM55N","32M8BPYGAUTM1D5X34K6X2HMC91IGM",1581507373,"PreNomPostPos","none","blah",2,"write",NA,"[[1,[2]],3]","false","true",NA,NA,NA,NA,NA,NA,"x moy solsoi rae tilkin","kolkil moy solson rae tinkin","false","branching","head final","vusu tinkin solson kolkil rae moy","X moy solson rae tinkin","kmsrt","Xmsrt",0.8,"R","U","vtsk"
